Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
commode_7ea6249c		В комоде, кроме старых однотипных рубашек, ничего не было.	game/script.rpy	1682	"[what]"
commode__4b2077dc		Там я уже смотрел. Камнем даже близко не пахнет.	game/script.rpy	1700	"[what]"
closet_3bf40856		Порывшись в шкафу, я нашел тяжелай металлический сейф.	game/script.rpy	1706	"[what]"
start13_6d3b3f34	euklid	О, получилось!	game/script.rpy	1715	euklid "[what]"
start13_5132e386		Вдруг я почувствовал сильную боль в области затылка. В глазах потемнело, я упал на пол	game/script.rpy	1719	"[what]"
start13_7ace7b81		Евклид, вставай, ты уже опаздываешь на космический корабль.	game/script.rpy	1723	"[what]"
start13_7bb52830		Сынок, это твой шанс привлечь внимание Великого императора! Кто знает, может тогда ты наконец-то сможешь не голодать и жить счастливо.	game/script.rpy	1725	"[what]"
start13_2e51e8c9	euklid	Мама!? Ты жива?	game/script.rpy	1727	euklid "[what]"
start13_d4bbdece		Я так долго не слышал этот голос, который был мне дороже всего на свете.	game/script.rpy	1729	"[what]"
start13_f66f2436		Прости сынок, мне пора. Вставай, ты должен бороться!	game/script.rpy	1731	"[what]"
start13_f63a18e3	euklid	Постой!	game/script.rpy	1733	euklid "[what]"
start13_1287f3de		Я открыл глаза...	game/script.rpy	1735	"[what]"
start13_1e7d04f1		Передо мной была решётка, за ней у большого стола стоял тот, кто ударил меня по затылку.	game/script.rpy	1737	"[what]"
start13_8d01269f	euklid	Ну здравствуйте, Святогор Великанович.	game/script.rpy	1739	euklid "[what]"
start13_1fc34f6d	teacher	Конечно, дорогой, на своём веку я повидал много таких как ты.Охотой на инопланетных ящеров занимался ещё мой дед, а до него его дед, а до него...	game/script.rpy	1741	teacher "[what]"
start13_dd71800d	euklid	Да понял я, можете не продолжать.	game/script.rpy	1743	euklid "[what]"
start13_1edfb1e9	teacher	Тогда ты понимаешь, что я сделаю с тобой?	game/script.rpy	1745	teacher "[what]"
start13_530d66f7	euklid	Мирно отдадите волшебный камень?	game/script.rpy	1747	euklid "[what]"
start13_434b490e	teacher	Хо-хо-хо, а ты забавный. Язык тебе отрежу в самую последнюю очередь.	game/script.rpy	1749	teacher "[what]"
start13_e5d99def	euklid	Я не шучу, отдайте его лучше по-хорошему.	game/script.rpy	1753	euklid "[what]"
start13_d11cebe1		Недалеко от клетки на полу лежали ключи, надо как-то отвлечь старика, чтобы попытаться до них достать	game/script.rpy	1755	"[what]"
start13_7b671a45	teacher	Камень не отдам, но коль меня рассмешил – дам посмотреть.	game/script.rpy	1757	teacher "[what]"
start13_3714fa44		Мужчина ненадолго отошёл, вернувшись уже с магическим камнем.	game/script.rpy	1759	"[what]"
start13_a64a6faa	teacher	Хо-хо-хо, сейчас всё узнаешь	game/script.rpy	1763	teacher "[what]"
start13_29082bb9		Он медленно подошёл ко мне и замахулся.	game/script.rpy	1765	"[what]"
delta_truth_42282a27	alla	Остановитесь!	game/script.rpy	1774	alla "[what]"
delta_truth_0df8c044		В комнату вбежали Алла и Семён.	game/script.rpy	1776	"[what]"
delta_truth_2ec262ac	alla	Что вы творите, Святогор Великанович!?	game/script.rpy	1778	alla "[what]"
delta_truth_934611e9	teacher	Ну вот, только этого мне не хватало. Молодые люди пройдите обратно в кабинет, позже я вам всё объясню.	game/script.rpy	1780	teacher "[what]"
delta_truth_05ffbf92	alla	Я никуда без него не уйду!	game/script.rpy	1782	alla "[what]"
delta_truth_d6d8de37		Девушка показала пальцем на меня.	game/script.rpy	1784	"[what]"
delta_truth_02bf4001	teacher	Что за головная боль...	game/script.rpy	1786	teacher "[what]"
delta_truth_f49b2b7d		Пока Алла отвлекала преподавателя, я дал знак Семёну, чтобы он кинул мне ключи.	game/script.rpy	1788	"[what]"
delta_truth_63dbc265	semen	Святогор Великанович, он хочет сбежать. Я уведу Аллу, а вы сделайте с ним то, что хотели.	game/script.rpy	1792	semen "[what]"
delta_truth_a30ae45f	alla	Что ты такое говоришь, Семён?	game/script.rpy	1796	alla "[what]"
delta_truth_c39825cb	semen	Пошли отсюда.	game/script.rpy	1798	semen "[what]"
delta_truth_b77ec620		Он уволок рыдающую девушку за собой. Мы остались один на один с профессором.	game/script.rpy	1800	"[what]"
delta_truth_6cb8146e	teacher	А он умный малый, получит у меня автомат на экзамене. Ну что продолжим то, что начинали...	game/script.rpy	1802	teacher "[what]"
delta_lie_42282a27	alla	Остановитесь!	game/script.rpy	1809	alla "[what]"
delta_lie_aa3f44f8		В комнату вбежала испуганная Алла.	game/script.rpy	1811	"[what]"
delta_lie_2ec262ac	alla	Что вы творите, Святогор Великанович!?	game/script.rpy	1813	alla "[what]"
delta_lie_87d714de	teacher	Ну вот, только этого мне не хватало. Алла, пройдите обратно в кабинет, позже я вам всё объясню.	game/script.rpy	1815	teacher "[what]"
delta_lie_05ffbf92	alla	Я никуда без него не уйду!	game/script.rpy	1817	alla "[what]"
delta_lie_d6d8de37		Девушка показала пальцем на меня.	game/script.rpy	1819	"[what]"
delta_lie_02bf4001	teacher	Что за головная боль...	game/script.rpy	1821	teacher "[what]"
delta_lie_f4998e75		Пока Алла отвлекала преподавателя, я попытался достать до ключей. Алла увидела краем глаза мои безуспешные старания и незаметно пнула ключи в мою сторону.	game/script.rpy	1823	"[what]"
delta_lie_203db807	alla	Да что вы творите, я сейчас позвоню в полицию!	game/script.rpy	1825	alla "[what]"
delta_lie_bf2a50af	teacher	Пока полиция доедет, я успею расправится с вами двумя.	game/script.rpy	1827	teacher "[what]"
delta_lie_a03b7c6c		Я быстро отрыл засов решётки и выбежал к Алле.	game/script.rpy	1829	"[what]"
delta_lie_547fe97e	euklid	Не трогайте её!	game/script.rpy	1831	euklid "[what]"
delta_lie_180f43a3	teacher	Ах, как ты сумел сбежать. Ну сейчас вы у меня попляшите.	game/script.rpy	1833	teacher "[what]"
stomach_f65721c0		Я быстро ударил профессора в живот, он потупился назад, но продолжал стоять на ногах	game/script.rpy	1848	"[what]"
head_635758a0		Я замахнулся, чтобы ударить его по голове, но он быстро перехватил мою руку и первым сделал удар.)	game/script.rpy	1853	"[what]"
head__aa42a7ad		Нельзя! Он готов к этой атаке!	game/script.rpy	1869	"[what]"
stun_f253502a		Я успешно совершил удар, пока он без сознания надо забрать камень.	game/script.rpy	1885	"[what]"
runout_ad797e46		Я взял девушку за руку и попытался выбежать из подвала, но профессор быстро пришёл в себя и вновь ударил меня.	game/script.rpy	1890	"[what]"
runout__def5d719		Мне кажется, это не лучшая идея	game/script.rpy	1905	"[what]"
start18_353c6600		Я взял в руки камень, передо мной всплыло послание.	game/script.rpy	1910	"[what]"
start18_c15352ce		Вдруг камень ярко засиял. Передо мной начали появляться терабайты свежей информации.	game/script.rpy	1918	"[what]"
start18_7634bb57	euklid	Да как же оно расшифровывается!?	game/script.rpy	1924	euklid "[what]"
start18_2ec12a31	euklid	Наконец-то у меня получилось!	game/script.rpy	1927	euklid "[what]"
start18_3cebc846	alla	Ну и как ты мог пойти в такое опасное место совершенно один?	game/script.rpy	1929	alla "[what]"
start18_92b2a434	euklid	Постой, Алла, для начала я хотел тебе в кое-чём признаться.	game/script.rpy	1931	euklid "[what]"
start18_4255545b	alla	Я всё знаю.	game/script.rpy	1933	alla "[what]"
start18_4cb4c6ab	euklid	Я понимаю, что ты будешь злиться...Стоп ЧТО!? Откуда?	game/script.rpy	1935	euklid "[what]"
start18_5d8eb084	alla	Я не глупая, мне давно стало всё понятно.	game/script.rpy	1937	alla "[what]"
start18_43022135	euklid	Но почему ты продолжала со мной общаться?	game/script.rpy	1939	euklid "[what]"
start18_e3b2558d	alla	Сначала хотела тебя поймать непосредственно на месте преступления, а потом....потом...	game/script.rpy	1941	alla "[what]"
start18_8eed9745		Девушка сильно покраснела и начала запинаться.	game/script.rpy	1943	"[what]"
start18_84c1e4ab	alla	Саша, ой то есть...	game/script.rpy	1945	alla "[what]"
start18_1fc89de5	euklid	Моё настоящее имя Евклид, называй меня так.	game/script.rpy	1947	euklid "[what]"
start18_389c97c8	alla	Хорошо, Евклид, что ты теперь собираешься делать?	game/script.rpy	1949	alla "[what]"
start18_3c415c7d	euklid	Полечу обратно на свою планету, а что?	game/script.rpy	1951	euklid "[what]"
start18_6448d954	alla	Ну не хотел бы ты остаться тут? Сейчас ты лучший студент, впереди тебя ждёт хорошее будущее.	game/script.rpy	1953	alla "[what]"
start18_638d34f0	euklid	Но у меня на Земле никого нет.	game/script.rpy	1955	euklid "[what]"
start18_88026981	alla	У тебя есть я.	game/script.rpy	1957	alla "[what]"
start18_0e3f1525		Девушка кокетливо улыбнулась и взяла мою руку.	game/script.rpy	1959	"[what]"
zeml_591466d2	euklid	А знаешь, идея не такая уж плохая.	game/script.rpy	1971	euklid "[what]"
zeml_30e2e1cb		Я крепко обнял девушку.	game/script.rpy	1973	"[what]"
zeml_b68da847	alla	Евклид, а почему от тебя пахнет так, как будто бы ты рылся в мусоре?	game/script.rpy	1975	alla "[what]"
zeml_6e6613f3	euklid	Это долгая история...	game/script.rpy	1977	euklid "[what]"
zeml_1bcf7296		И жили они долго и счастливо. Профессор успел куда-то сбежать, Евклид стал лучшим специалистом по информационной безопасности в городе, среди Сигмусов его считают павшим в бою против землян. В скором времени Евклид с Аллой сыграют свадьбу, а душа Саши переселилась в маленького радиоактивного енота с планеты Нибиру.) [Надпись: «Конец игры»] Концовка № 3	game/script.rpy	1980	"[what]"
sigma_0940c673	euklid	Прости, но я так не могу. Я возвращаюсь обратно, это мой долг.	game/script.rpy	1987	euklid "[what]"
sigma_66755f34	alla	Я всё понимаю, тогда прощай...	game/script.rpy	1991	alla "[what]"
sigma_9aa2a43c	euklid	Прощай...	game/script.rpy	1993	euklid "[what]"
sigma_ac6c15c9		Я связался с секретарём Сигмусов и попросил отправить меня обратно, так как я выполнил миссию. Первым делом я отправился к Автократу.	game/script.rpy	1995	"[what]"
sigma_e4cd9849	euklid	Да здравствует его величество Великий император Автократ!	game/script.rpy	1997	euklid "[what]"
sigma_781555ec	autokrat	Здравствуй, Евклид.	game/script.rpy	1999	autokrat "[what]"
sigma_832537be	autokrat	Ну ты меня порадовал, наконец-то вся информация о Земле у нас, теперь мы сможем поработить эту планету.	game/script.rpy	2001	autokrat "[what]"
convince_9651831d	euklid	Великий император, позвольте заметить, что гораздо лучше будет не захватить Землю, а сотрудничать с её жителями.	game/script.rpy	2011	euklid "[what]"
convince_54ae8bac	autokrat	Что ты несёшь?	game/script.rpy	2013	autokrat "[what]"
convince_e0cc700f	euklid	Я пробыл на Земле достаточно, чтобы понять, что там живут очень умные и хорошие люди. Поверьте, если использовать нашу силу и их ум, то нашу расу ждёт только светлое будущее.	game/script.rpy	2015	euklid "[what]"
convince_a88acd16	autokrat	Мне стоит обдумать твоё предложение.	game/script.rpy	2017	autokrat "[what]"
convince_43fe45d4		В итоге Автократ согласился с предложением Евклида. Сигмусы и земляне начали сотрудничать Евклид стал наследником престола Автократа, а душа Саши вернулась в своё тело, но его в конце концов отчислили....) [Надпись: «Конец игры»] Концовка № 4	game/script.rpy	2020	"[what]"
agree_758ed106		Автократ подозвал своего секретаря.	game/script.rpy	2027	"[what]"
agree_c5c18043	autokrat	Немедленно начинаем вторжение!	game/script.rpy	2029	autokrat "[what]"
agree_8410bc2e		В конечном итоге Земля пала и стала новой колонией Сигмусов. Евклид стал новым императором, но больше никто не видел улыбку на его лице...	game/script.rpy	2033	"[what]"
